volume,issue,year,issue_date,article_count,toc_url
1,1,2015,2015-02-06,13,https://www.science.org/toc/sciadv/1/1
1,2,2015,2015-03-06,16,https://www.science.org/toc/sciadv/1/2
1,3,2015,2015-04-03,17,https://www.science.org/toc/sciadv/1/3
1,4,2015,2015-05,20,https://www.science.org/toc/sciadv/1/4
1,5,2015,2015-06-05,19,https://www.science.org/toc/sciadv/1/5
1,6,2015,2015-07-03,25,https://www.science.org/toc/sciadv/1/6
1,7,2015,2015-08-07,22,https://www.science.org/toc/sciadv/1/7
1,8,2015,2015-09-04,33,https://www.science.org/toc/sciadv/1/8
1,9,2015,2015-10-02,46,https://www.science.org/toc/sciadv/1/9
1,10,2015,2015-11-06,32,https://www.science.org/toc/sciadv/1/10
1,11,2015,2015-12-04,23,https://www.science.org/toc/sciadv/1/11
2,1,2016,2016-01,29,https://www.science.org/toc/sciadv/2/1
2,2,2016,2016-02-05,37,https://www.science.org/toc/sciadv/2/2
2,3,2016,2016-03-04,45,https://www.science.org/toc/sciadv/2/3
2,4,2016,2016-04,54,https://www.science.org/toc/sciadv/2/4
2,5,2016,2016-05-06,41,https://www.science.org/toc/sciadv/2/5
2,6,2016,2016-06-03,36,https://www.science.org/toc/sciadv/2/6
2,7,2016,2016-07,40,https://www.science.org/toc/sciadv/2/7
2,8,2016,2016-08-05,48,https://www.science.org/toc/sciadv/2/8
2,9,2016,2016-09-02,45,https://www.science.org/toc/sciadv/2/9
2,10,2016,2016-10-07,48,https://www.science.org/toc/sciadv/2/10
2,11,2016,2016-11-04,50,https://www.science.org/toc/sciadv/2/11
2,12,2016,2016-12-02,29,https://www.science.org/toc/sciadv/2/12
3,1,2017,2017-01-06,34,https://www.science.org/toc/sciadv/3/1
3,2,2017,2017-02-03,44,https://www.science.org/toc/sciadv/3/2
3,3,2017,2017-03-03,64,https://www.science.org/toc/sciadv/3/3
3,4,2017,2017-04-07,60,https://www.science.org/toc/sciadv/3/4
3,5,2017,2017-05-05,74,https://www.science.org/toc/sciadv/3/5
3,6,2017,2017-06-02,83,https://www.science.org/toc/sciadv/3/6
3,7,2017,2017-07-07,65,https://www.science.org/toc/sciadv/3/7
3,8,2017,2017-08-04,74,https://www.science.org/toc/sciadv/3/8
3,9,2017,2017-09,80,https://www.science.org/toc/sciadv/3/9
3,10,2017,2017-10-06,59,https://www.science.org/toc/sciadv/3/10
3,11,2017,2017-11-03,64,https://www.science.org/toc/sciadv/3/11
3,12,2017,2017-12,55,https://www.science.org/toc/sciadv/3/12
4,1,2018,2018-01-05,72,https://www.science.org/toc/sciadv/4/1
4,2,2018,2018-02-02,73,https://www.science.org/toc/sciadv/4/2
4,3,2018,2018-03-02,82,https://www.science.org/toc/sciadv/4/3
4,4,2018,2018-04-06,72,https://www.science.org/toc/sciadv/4/4
4,5,2018,2018-05-04,83,https://www.science.org/toc/sciadv/4/5
4,6,2018,2018-06,85,https://www.science.org/toc/sciadv/4/6
4,7,2018,2018-07-06,73,https://www.science.org/toc/sciadv/4/7
4,8,2018,2018-08-03,88,https://www.science.org/toc/sciadv/4/8
4,9,2018,2018-09-07,70,https://www.science.org/toc/sciadv/4/9
4,10,2018,2018-10-05,83,https://www.science.org/toc/sciadv/4/10
4,11,2018,2018-11-02,79,https://www.science.org/toc/sciadv/4/11
4,12,2018,2018-12-07,54,https://www.science.org/toc/sciadv/4/12
5,1,2019,2019-01-04,94,https://www.science.org/toc/sciadv/5/1
5,2,2019,2019-02,81,https://www.science.org/toc/sciadv/5/2
5,3,2019,2019-03,98,https://www.science.org/toc/sciadv/5/3
5,4,2019,2019-04-05,99,https://www.science.org/toc/sciadv/5/4
5,5,2019,2019-05-03,124,https://www.science.org/toc/sciadv/5/5
5,6,2019,2019-06,102,https://www.science.org/toc/sciadv/5/6
5,7,2019,2019-07-05,121,https://www.science.org/toc/sciadv/5/7
5,8,2019,2019-08-02,112,https://www.science.org/toc/sciadv/5/8
5,9,2019,2019-09-06,102,https://www.science.org/toc/sciadv/5/9
5,10,2019,2019-10-11,127,https://www.science.org/toc/sciadv/5/10
5,11,2019,2019-11,106,https://www.science.org/toc/sciadv/5/11
5,12,2019,2019-12-06,91,https://www.science.org/toc/sciadv/5/12
6,1,2020,2020-01-03,28,https://www.science.org/toc/sciadv/6/1
6,2,2020,2020-01-10,29,https://www.science.org/toc/sciadv/6/2
6,3,2020,2020-01-17,30,https://www.science.org/toc/sciadv/6/3
6,4,2020,2020-01-24,30,https://www.science.org/toc/sciadv/6/4
6,5,2020,2020-01-31,30,https://www.science.org/toc/sciadv/6/5
6,6,2020,2020-02-07,38,https://www.science.org/toc/sciadv/6/6
6,7,2020,2020-02-14,38,https://www.science.org/toc/sciadv/6/7
6,8,2020,2020-02-21,38,https://www.science.org/toc/sciadv/6/8
6,9,2020,2020-02-28,37,https://www.science.org/toc/sciadv/6/9
6,10,2020,2020-03-06,42,https://www.science.org/toc/sciadv/6/10
6,11,2020,2020-03-13,40,https://www.science.org/toc/sciadv/6/11
6,12,2020,2020-03-20,42,https://www.science.org/toc/sciadv/6/12
6,13,2020,2020-03-27,40,https://www.science.org/toc/sciadv/6/13
6,14,2020,2020-04-03,41,https://www.science.org/toc/sciadv/6/14
6,15,2020,2020-04-10,41,https://www.science.org/toc/sciadv/6/15
6,16,2020,2020-04-17,46,https://www.science.org/toc/sciadv/6/16
6,17,2020,2020-04-24,45,https://www.science.org/toc/sciadv/6/17
6,18,2020,2020-05,46,https://www.science.org/toc/sciadv/6/18
6,19,2020,2020-05-08,45,https://www.science.org/toc/sciadv/6/19
6,20,2020,2020-05-15,46,https://www.science.org/toc/sciadv/6/20
6,21,2020,2020-05-22,51,https://www.science.org/toc/sciadv/6/21
6,22,2020,2020-05-29,51,https://www.science.org/toc/sciadv/6/22
6,23,2020,2020-06-05,52,https://www.science.org/toc/sciadv/6/23
6,24,2020,2020-06-12,44,https://www.science.org/toc/sciadv/6/24
6,25,2020,2020-06-17,40,https://www.science.org/toc/sciadv/6/25
6,26,2020,2020-06-26,40,https://www.science.org/toc/sciadv/6/26
6,27,2020,2020-07-03,42,https://www.science.org/toc/sciadv/6/27
6,28,2020,2020-07-10,43,https://www.science.org/toc/sciadv/6/28
6,29,2020,2020-07-17,44,https://www.science.org/toc/sciadv/6/29
6,30,2020,2020-07-24,45,https://www.science.org/toc/sciadv/6/30
6,31,2020,2020-07-31,47,https://www.science.org/toc/sciadv/6/31
6,32,2020,2020-08-07,40,https://www.science.org/toc/sciadv/6/32
6,33,2020,2020-08-14,40,https://www.science.org/toc/sciadv/6/33
6,34,2020,2020-08-21,40,https://www.science.org/toc/sciadv/6/34
6,35,2020,2020-08-28,40,https://www.science.org/toc/sciadv/6/35
6,36,2020,2020-09-04,41,https://www.science.org/toc/sciadv/6/36
6,37,2020,2020-09-11,43,https://www.science.org/toc/sciadv/6/37
6,38,2020,2020-09-18,42,https://www.science.org/toc/sciadv/6/38
6,39,2020,2020-09-25,40,https://www.science.org/toc/sciadv/6/39
6,40,2020,2020-10-02,45,https://www.science.org/toc/sciadv/6/40
6,41,2020,2020-10-09,47,https://www.science.org/toc/sciadv/6/41
6,42,2020,2020-10-16,42,https://www.science.org/toc/sciadv/6/42
6,43,2020,2020-10-23,39,https://www.science.org/toc/sciadv/6/43
6,44,2020,2020-10-30,42,https://www.science.org/toc/sciadv/6/44
6,45,2020,2020-11-06,45,https://www.science.org/toc/sciadv/6/45
6,46,2020,2020-11-13,45,https://www.science.org/toc/sciadv/6/46
6,47,2020,2020-11-20,44,https://www.science.org/toc/sciadv/6/47
6,48,2020,2020-11-27,40,https://www.science.org/toc/sciadv/6/48
6,49,2020,2020-12-04,46,https://www.science.org/toc/sciadv/6/49
6,50,2020,2020-12-11,45,https://www.science.org/toc/sciadv/6/50
6,51,2020,2020-12-18,49,https://www.science.org/toc/sciadv/6/51
7,1,2021,2021-01,46,https://www.science.org/toc/sciadv/7/1
7,2,2021,2021-01-08,45,https://www.science.org/toc/sciadv/7/2
7,3,2021,2021-01-15,45,https://www.science.org/toc/sciadv/7/3
7,4,2021,2021-01-22,44,https://www.science.org/toc/sciadv/7/4
7,5,2021,2021-01-29,47,https://www.science.org/toc/sciadv/7/5
7,6,2021,2021-02-05,41,https://www.science.org/toc/sciadv/7/6
7,7,2021,2021-02-12,39,https://www.science.org/toc/sciadv/7/7
7,8,2021,2021-02-19,42,https://www.science.org/toc/sciadv/7/8
7,9,2021,2021-02-26,43,https://www.science.org/toc/sciadv/7/9
7,10,2021,2021-03-05,39,https://www.science.org/toc/sciadv/7/10
7,11,2021,2021-03-12,30,https://www.science.org/toc/sciadv/7/11
7,12,2021,2021-03-19,36,https://www.science.org/toc/sciadv/7/12
7,13,2021,2021-03-26,41,https://www.science.org/toc/sciadv/7/13
7,14,2021,2021-04-02,39,https://www.science.org/toc/sciadv/7/14
7,15,2021,2021-04-09,41,https://www.science.org/toc/sciadv/7/15
7,16,2021,2021-04-16,40,https://www.science.org/toc/sciadv/7/16
7,17,2021,2021-04-23,41,https://www.science.org/toc/sciadv/7/17
7,18,2021,2021-04-30,41,https://www.science.org/toc/sciadv/7/18
7,19,2021,2021-05-07,39,https://www.science.org/toc/sciadv/7/19
7,20,2021,2021-05-14,39,https://www.science.org/toc/sciadv/7/20
7,21,2021,2021-05-21,41,https://www.science.org/toc/sciadv/7/21
7,22,2021,2021-05-28,40,https://www.science.org/toc/sciadv/7/22
7,23,2021,2021-06-04,41,https://www.science.org/toc/sciadv/7/23
7,24,2021,2021-06-11,40,https://www.science.org/toc/sciadv/7/24
7,25,2021,2021-06-18,40,https://www.science.org/toc/sciadv/7/25
7,26,2021,2021-06-25,41,https://www.science.org/toc/sciadv/7/26
7,27,2021,2021-07,41,https://www.science.org/toc/sciadv/7/27
7,28,2021,2021-07-09,30,https://www.science.org/toc/sciadv/7/28
7,29,2021,2021-07,30,https://www.science.org/toc/sciadv/7/29
7,30,2021,2021-07-23,31,https://www.science.org/toc/sciadv/7/30
7,31,2021,2021-07-30,30,https://www.science.org/toc/sciadv/7/31
7,32,2021,2021-08-06,30,https://www.science.org/toc/sciadv/7/32
7,33,2021,2021-08-13,30,https://www.science.org/toc/sciadv/7/33
7,34,2021,2021-08,37,https://www.science.org/toc/sciadv/7/34
7,35,2021,2021-08-27,37,https://www.science.org/toc/sciadv/7/35
7,36,2021,2021-09-03,35,https://www.science.org/toc/sciadv/7/36
7,37,2021,2021-09-10,35,https://www.science.org/toc/sciadv/7/37
7,38,2021,2021-09-17,36,https://www.science.org/toc/sciadv/7/38
7,39,2021,2021-09-24,36,https://www.science.org/toc/sciadv/7/39
7,40,2021,2021-10,35,https://www.science.org/toc/sciadv/7/40
7,41,2021,2021-10-08,37,https://www.science.org/toc/sciadv/7/41
7,42,2021,2021-10-15,39,https://www.science.org/toc/sciadv/7/42
7,43,2021,2021-10-22,41,https://www.science.org/toc/sciadv/7/43
7,44,2021,2021-10-29,40,https://www.science.org/toc/sciadv/7/44
7,45,2021,2021-11-05,39,https://www.science.org/toc/sciadv/7/45
7,46,2021,2021-11-12,41,https://www.science.org/toc/sciadv/7/46
7,47,2021,2021-11-19,41,https://www.science.org/toc/sciadv/7/47
7,48,2021,2021-11-26,40,https://www.science.org/toc/sciadv/7/48
7,49,2021,2021-12-03,41,https://www.science.org/toc/sciadv/7/49
7,50,2021,2021-12-10,47,https://www.science.org/toc/sciadv/7/50
7,51,2021,2021-12-17,41,https://www.science.org/toc/sciadv/7/51
7,52,2021,2021-12-24,40,https://www.science.org/toc/sciadv/7/52
8,1,2022,2022-01-07,42,https://www.science.org/toc/sciadv/8/1
8,2,2022,2022-01-14,40,https://www.science.org/toc/sciadv/8/2
8,3,2022,2022-01-21,41,https://www.science.org/toc/sciadv/8/3
8,4,2022,2022-01-28,41,https://www.science.org/toc/sciadv/8/4
8,5,2022,2022-02-04,40,https://www.science.org/toc/sciadv/8/5
8,6,2022,2022-02-11,42,https://www.science.org/toc/sciadv/8/6
8,7,2022,2022-02-18,41,https://www.science.org/toc/sciadv/8/7
8,8,2022,2022-02-25,45,https://www.science.org/toc/sciadv/8/8
8,9,2022,2022-03-04,44,https://www.science.org/toc/sciadv/8/9
8,10,2022,2022-03-11,47,https://www.science.org/toc/sciadv/8/10
8,11,2022,2022-03-18,46,https://www.science.org/toc/sciadv/8/11
8,12,2022,2022-03-25,46,https://www.science.org/toc/sciadv/8/12
8,13,2022,2022-04,48,https://www.science.org/toc/sciadv/8/13
8,14,2022,2022-04-08,46,https://www.science.org/toc/sciadv/8/14
8,15,2022,2022-04-15,41,https://www.science.org/toc/sciadv/8/15
8,16,2022,2022-04-22,44,https://www.science.org/toc/sciadv/8/16
8,17,2022,2022-04-29,42,https://www.science.org/toc/sciadv/8/17
8,18,2022,2022-05-06,41,https://www.science.org/toc/sciadv/8/18
8,19,2022,2022-05-13,42,https://www.science.org/toc/sciadv/8/19
8,20,2022,2022-05-20,36,https://www.science.org/toc/sciadv/8/20
8,21,2022,2022-05-27,41,https://www.science.org/toc/sciadv/8/21
8,22,2022,2022-06-03,39,https://www.science.org/toc/sciadv/8/22
8,23,2022,2022-06-10,40,https://www.science.org/toc/sciadv/8/23
8,24,2022,2022-06-17,39,https://www.science.org/toc/sciadv/8/24
8,25,2022,2022-06-24,42,https://www.science.org/toc/sciadv/8/25
8,26,2022,2022-07,42,https://www.science.org/toc/sciadv/8/26
8,27,2022,2022-07-08,40,https://www.science.org/toc/sciadv/8/27
8,28,2022,2022-07-15,40,https://www.science.org/toc/sciadv/8/28
8,29,2022,2022-07-22,41,https://www.science.org/toc/sciadv/8/29
8,30,2022,2022-07-29,41,https://www.science.org/toc/sciadv/8/30
8,31,2022,2022-08-05,43,https://www.science.org/toc/sciadv/8/31
8,32,2022,2022-08-12,41,https://www.science.org/toc/sciadv/8/32
8,33,2022,2022-08-19,43,https://www.science.org/toc/sciadv/8/33
8,34,2022,2022-08-26,42,https://www.science.org/toc/sciadv/8/34
8,35,2022,2022-09-02,39,https://www.science.org/toc/sciadv/8/35
8,36,2022,2022-09-09,41,https://www.science.org/toc/sciadv/8/36
8,37,2022,2022-09-16,43,https://www.science.org/toc/sciadv/8/37
8,38,2022,2022-09-23,41,https://www.science.org/toc/sciadv/8/38
8,39,2022,2022-09-30,40,https://www.science.org/toc/sciadv/8/39
8,40,2022,2022-10-07,41,https://www.science.org/toc/sciadv/8/40
8,41,2022,2022-10-14,41,https://www.science.org/toc/sciadv/8/41
8,42,2022,2022-10-21,45,https://www.science.org/toc/sciadv/8/42
8,43,2022,2022-10-28,47,https://www.science.org/toc/sciadv/8/43
8,44,2022,2022-11-04,46,https://www.science.org/toc/sciadv/8/44
8,45,2022,2022-11-11,40,https://www.science.org/toc/sciadv/8/45
8,46,2022,2022-11-16,66,https://www.science.org/toc/sciadv/8/46
8,47,2022,2022-11-23,66,https://www.science.org/toc/sciadv/8/47
8,48,2022,2022-12-02,40,https://www.science.org/toc/sciadv/8/48
8,49,2022,2022-12-09,46,https://www.science.org/toc/sciadv/8/49
8,50,2022,2022-12-16,45,https://www.science.org/toc/sciadv/8/50
8,51,2022,2022-12-23,56,https://www.science.org/toc/sciadv/8/51
9,1,2023,2023-01-06,54,https://www.science.org/toc/sciadv/9/1
9,2,2023,2023-01-13,49,https://www.science.org/toc/sciadv/9/2
9,3,2023,2023-01-20,40,https://www.science.org/toc/sciadv/9/3
9,4,2023,2023-01-27,42,https://www.science.org/toc/sciadv/9/4
9,5,2023,2023-02-03,44,https://www.science.org/toc/sciadv/9/5
9,6,2023,2023-02-10,37,https://www.science.org/toc/sciadv/9/6
9,7,2023,2023-02-17,39,https://www.science.org/toc/sciadv/9/7
9,8,2023,2023-02-24,43,https://www.science.org/toc/sciadv/9/8
9,9,2023,2023-03-03,36,https://www.science.org/toc/sciadv/9/9
9,10,2023,2023-03-10,42,https://www.science.org/toc/sciadv/9/10
9,11,2023,2023-03-17,40,https://www.science.org/toc/sciadv/9/11
9,12,2023,2023-03-24,40,https://www.science.org/toc/sciadv/9/12
9,13,2023,2023-03-31,42,https://www.science.org/toc/sciadv/9/13
9,14,2023,2023-04-07,40,https://www.science.org/toc/sciadv/9/14
9,15,2023,2023-04-14,40,https://www.science.org/toc/sciadv/9/15
9,16,2023,2023-04-21,40,https://www.science.org/toc/sciadv/9/16
9,17,2023,2023-04-28,40,https://www.science.org/toc/sciadv/9/17
9,18,2023,2023-05-05,41,https://www.science.org/toc/sciadv/9/18
9,19,2023,2023-05-12,41,https://www.science.org/toc/sciadv/9/19
9,20,2023,2023-05-19,41,https://www.science.org/toc/sciadv/9/20
9,21,2023,2023-05-26,45,https://www.science.org/toc/sciadv/9/21
9,22,2023,2023-06-02,49,https://www.science.org/toc/sciadv/9/22
9,23,2023,2023-06-09,46,https://www.science.org/toc/sciadv/9/23
9,24,2023,2023-06-16,44,https://www.science.org/toc/sciadv/9/24
9,25,2023,2023-06-23,46,https://www.science.org/toc/sciadv/9/25
9,26,2023,2023-06-30,42,https://www.science.org/toc/sciadv/9/26
9,27,2023,2023-07-07,45,https://www.science.org/toc/sciadv/9/27
9,28,2023,2023-07-14,42,https://www.science.org/toc/sciadv/9/28
9,29,2023,2023-07-21,42,https://www.science.org/toc/sciadv/9/29
9,30,2023,2023-07-28,40,https://www.science.org/toc/sciadv/9/30
9,31,2023,2023-08-04,42,https://www.science.org/toc/sciadv/9/31
9,32,2023,2023-08-11,41,https://www.science.org/toc/sciadv/9/32
9,33,2023,2023-08-18,41,https://www.science.org/toc/sciadv/9/33
9,34,2023,2023-08-25,42,https://www.science.org/toc/sciadv/9/34
9,35,2023,2023-09,42,https://www.science.org/toc/sciadv/9/35
9,36,2023,2023-09-08,40,https://www.science.org/toc/sciadv/9/36
9,37,2023,2023-09-15,40,https://www.science.org/toc/sciadv/9/37
9,38,2023,2023-09-22,46,https://www.science.org/toc/sciadv/9/38
9,39,2023,2023-09-29,47,https://www.science.org/toc/sciadv/9/39
9,40,2023,2023-10-06,40,https://www.science.org/toc/sciadv/9/40
9,41,2023,2023-10-13,41,https://www.science.org/toc/sciadv/9/41
9,42,2023,2023-10-20,40,https://www.science.org/toc/sciadv/9/42
9,43,2023,2023-10-27,40,https://www.science.org/toc/sciadv/9/43
9,44,2023,2023-11-03,42,https://www.science.org/toc/sciadv/9/44
9,45,2023,2023-11-10,42,https://www.science.org/toc/sciadv/9/45
9,46,2023,2023-11-17,44,https://www.science.org/toc/sciadv/9/46
9,47,2023,2023-11-24,43,https://www.science.org/toc/sciadv/9/47
9,48,2023,2023-12,38,https://www.science.org/toc/sciadv/9/48
9,49,2023,2023-12-08,40,https://www.science.org/toc/sciadv/9/49
9,50,2023,2023-12-15,35,https://www.science.org/toc/sciadv/9/50
9,51,2023,2023-12-22,41,https://www.science.org/toc/sciadv/9/51
10,1,2024,2024-01-05,41,https://www.science.org/toc/sciadv/10/1
10,2,2024,2024-01-12,36,https://www.science.org/toc/sciadv/10/2
10,3,2024,2024-01-19,41,https://www.science.org/toc/sciadv/10/3
10,4,2024,2024-01-26,40,https://www.science.org/toc/sciadv/10/4
10,5,2024,2024-02-02,40,https://www.science.org/toc/sciadv/10/5
10,6,2024,2024-02-09,40,https://www.science.org/toc/sciadv/10/6
10,7,2024,2024-02-16,41,https://www.science.org/toc/sciadv/10/7
10,8,2024,2024-02-23,46,https://www.science.org/toc/sciadv/10/8
10,9,2024,2024-03,46,https://www.science.org/toc/sciadv/10/9
10,10,2024,2024-03-08,44,https://www.science.org/toc/sciadv/10/10
10,11,2024,2024-03-15,47,https://www.science.org/toc/sciadv/10/11
10,12,2024,2024-03-22,46,https://www.science.org/toc/sciadv/10/12
10,13,2024,2024-03-29,48,https://www.science.org/toc/sciadv/10/13
10,14,2024,2024-04-05,45,https://www.science.org/toc/sciadv/10/14
10,15,2024,2024-04-12,41,https://www.science.org/toc/sciadv/10/15
10,16,2024,2024-04-19,41,https://www.science.org/toc/sciadv/10/16
10,17,2024,2024-04-26,40,https://www.science.org/toc/sciadv/10/17
10,18,2024,2024-05-03,43,https://www.science.org/toc/sciadv/10/18
10,19,2024,2024-05-10,41,https://www.science.org/toc/sciadv/10/19
10,20,2024,2024-05-17,46,https://www.science.org/toc/sciadv/10/20
10,21,2024,2024-05-24,46,https://www.science.org/toc/sciadv/10/21
10,22,2024,2024-05-31,47,https://www.science.org/toc/sciadv/10/22
10,23,2024,2024-06-07,45,https://www.science.org/toc/sciadv/10/23
10,24,2024,2024-06-14,46,https://www.science.org/toc/sciadv/10/24
10,25,2024,2024-06-21,45,https://www.science.org/toc/sciadv/10/25
10,26,2024,2024-06-28,45,https://www.science.org/toc/sciadv/10/26
10,27,2024,2024-07-05,41,https://www.science.org/toc/sciadv/10/27
10,28,2024,2024-07-12,45,https://www.science.org/toc/sciadv/10/28
10,29,2024,2024-07-19,48,https://www.science.org/toc/sciadv/10/29
10,30,2024,2024-07-26,48,https://www.science.org/toc/sciadv/10/30
10,31,2024,2024-08-02,45,https://www.science.org/toc/sciadv/10/31
10,32,2024,2024-08-09,48,https://www.science.org/toc/sciadv/10/32
10,33,2024,2024-08-16,46,https://www.science.org/toc/sciadv/10/33
10,34,2024,2024-08-23,46,https://www.science.org/toc/sciadv/10/34
10,35,2024,2024-08-30,47,https://www.science.org/toc/sciadv/10/35
10,36,2024,2024-09-06,45,https://www.science.org/toc/sciadv/10/36
10,37,2024,2024-09-13,46,https://www.science.org/toc/sciadv/10/37
10,38,2024,2024-09-20,45,https://www.science.org/toc/sciadv/10/38
10,39,2024,2024-09-27,47,https://www.science.org/toc/sciadv/10/39
10,40,2024,2024-10-04,44,https://www.science.org/toc/sciadv/10/40
10,41,2024,2024-10-11,47,https://www.science.org/toc/sciadv/10/41
10,42,2024,2024-10-18,53,https://www.science.org/toc/sciadv/10/42
10,43,2024,2024-10-25,46,https://www.science.org/toc/sciadv/10/43
10,44,2024,2024-11,45,https://www.science.org/toc/sciadv/10/44
10,45,2024,2024-11-08,46,https://www.science.org/toc/sciadv/10/45
10,46,2024,2024-11-15,45,https://www.science.org/toc/sciadv/10/46
10,47,2024,2024-11-22,45,https://www.science.org/toc/sciadv/10/47
10,48,2024,2024-11-29,45,https://www.science.org/toc/sciadv/10/48
10,49,2024,2024-12-06,53,https://www.science.org/toc/sciadv/10/49
10,50,2024,2024-12-13,62,https://www.science.org/toc/sciadv/10/50
10,51,2024,2024-12-20,64,https://www.science.org/toc/sciadv/10/51
11,1,2025,2025-01-03,62,https://www.science.org/toc/sciadv/11/1
11,2,2025,2025-01-10,60,https://www.science.org/toc/sciadv/11/2
11,3,2025,2025-01-17,60,https://www.science.org/toc/sciadv/11/3
11,4,2025,2025-01-24,56,https://www.science.org/toc/sciadv/11/4
11,5,2025,2025-01-31,52,https://www.science.org/toc/sciadv/11/5
11,6,2025,2025-02-07,54,https://www.science.org/toc/sciadv/11/6
11,7,2025,2025-02-14,56,https://www.science.org/toc/sciadv/11/7
11,8,2025,2025-02-21,56,https://www.science.org/toc/sciadv/11/8
11,9,2025,2025-02-28,60,https://www.science.org/toc/sciadv/11/9
11,10,2025,2025-03-07,59,https://www.science.org/toc/sciadv/11/10
11,11,2025,2025-03-14,62,https://www.science.org/toc/sciadv/11/11
11,12,2025,2025-03-21,69,https://www.science.org/toc/sciadv/11/12
11,13,2025,2025-03-28,68,https://www.science.org/toc/sciadv/11/13
11,14,2025,2025-04-04,62,https://www.science.org/toc/sciadv/11/14
11,15,2025,2025-04-11,63,https://www.science.org/toc/sciadv/11/15
11,16,2025,2025-04-18,61,https://www.science.org/toc/sciadv/11/16
11,17,2025,2025-04-25,61,https://www.science.org/toc/sciadv/11/17
11,18,2025,2025-05-02,62,https://www.science.org/toc/sciadv/11/18
11,19,2025,2025-05-09,63,https://www.science.org/toc/sciadv/11/19
11,20,2025,2025-05-16,65,https://www.science.org/toc/sciadv/11/20
11,21,2025,2025-05-23,66,https://www.science.org/toc/sciadv/11/21
11,22,2025,2025-05-30,63,https://www.science.org/toc/sciadv/11/22
11,23,2025,2025-06-06,67,https://www.science.org/toc/sciadv/11/23
11,24,2025,2025-06-13,66,https://www.science.org/toc/sciadv/11/24
11,25,2025,2025-06-20,59,https://www.science.org/toc/sciadv/11/25
11,26,2025,2025-06-27,67,https://www.science.org/toc/sciadv/11/26
11,27,2025,2025-07-04,68,https://www.science.org/toc/sciadv/11/27
11,28,2025,2025-07-11,64,https://www.science.org/toc/sciadv/11/28
11,29,2025,2025-07-18,68,https://www.science.org/toc/sciadv/11/29
11,30,2025,2025-07-25,69,https://www.science.org/toc/sciadv/11/30
11,31,2025,2025-08,63,https://www.science.org/toc/sciadv/11/31
11,32,2025,2025-08-08,55,https://www.science.org/toc/sciadv/11/32
11,33,2025,2025-08-15,64,https://www.science.org/toc/sciadv/11/33
11,34,2025,2025-08-22,61,https://www.science.org/toc/sciadv/11/34
11,35,2025,2025-08-29,67,https://www.science.org/toc/sciadv/11/35
11,36,2025,2025-09-05,67,https://www.science.org/toc/sciadv/11/36
11,37,2025,2025-09-12,64,https://www.science.org/toc/sciadv/11/37
11,38,2025,2025-09-19,62,https://www.science.org/toc/sciadv/11/38
11,39,2025,2025-09-26,58,https://www.science.org/toc/sciadv/11/39
11,40,2025,2025-10-03,65,https://www.science.org/toc/sciadv/11/40
11,41,2025,2025-10-10,67,https://www.science.org/toc/sciadv/11/41
11,42,2025,2025-10-17,61,https://www.science.org/toc/sciadv/11/42
11,43,2025,2025-10-24,65,https://www.science.org/toc/sciadv/11/43
11,44,2025,2025-10-31,62,https://www.science.org/toc/sciadv/11/44
11,45,2025,2025-11-07,57,https://www.science.org/toc/sciadv/11/45
11,46,2025,2025-11-14,68,https://www.science.org/toc/sciadv/11/46
11,47,2025,2025-11-21,63,https://www.science.org/toc/sciadv/11/47
11,48,2025,2025-11-28,59,https://www.science.org/toc/sciadv/11/48
11,49,2025,2025-12-05,56,https://www.science.org/toc/sciadv/11/49
11,50,2025,2025-12-12,65,https://www.science.org/toc/sciadv/11/50
11,51,2025,2025-12-19,64,https://www.science.org/toc/sciadv/11/51
12,1,2026,2026-01-02,100,https://www.science.org/toc/sciadv/12/1
12,2,2026,2026-01-09,57,https://www.science.org/toc/sciadv/12/2
12,3,2026,2026-01-16,46,https://www.science.org/toc/sciadv/12/3
12,4,2026,2026-01-23,43,https://www.science.org/toc/sciadv/12/4
12,5,2026,2026-01-30,39,https://www.science.org/toc/sciadv/12/5
12,6,2026,2026-02-06,53,https://www.science.org/toc/sciadv/12/6
12,7,2026,2026-02-13,55,https://www.science.org/toc/sciadv/12/7
12,8,2026,2026-02-20,56,https://www.science.org/toc/sciadv/12/8
12,9,2026,2026-02-27,59,https://www.science.org/toc/sciadv/12/9
12,10,2026,2026-03-06,57,https://www.science.org/toc/sciadv/12/10
12,11,2026,2026-03-13,58,https://www.science.org/toc/sciadv/12/11
12,12,2026,2026-03-20,57,https://www.science.org/toc/sciadv/12/12
12,13,2026,2026-03-27,60,https://www.science.org/toc/sciadv/12/13
12,14,2026,2026-04-03,59,https://www.science.org/toc/sciadv/12/14
